web_scraper_order,web_scraper_start_url,page,name,price,link,instock,wholesale
"1770968120-90","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Tecno Camon 18/18P/19 Neo + тачскрин (черный) (100% LCD)","790 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_tecno/displey_dlya_tecno_camon_18_18p_19_neo_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968120-91","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Samsung A125F Galaxy A12 + тачскрин (черный) (100% LCD)","667 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_samsung/displey_dlya_samsung_a125f_galaxy_a12_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968120-92","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Samsung A750F Galaxy A7 (2018) + тачскрин (черный) (OLED)","2 140 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_samsung/displey_dlya_samsung_a750f_galaxy_a7_2018_tachskrin_chernyy_oled.html","В наличии:Мало",""
"1770968120-93","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Tecno Spark 30C (KL5n) в рамке + тачскрин (черный) (100% LCD)","950 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_tecno/displey_dlya_tecno_spark_30c_kl5n_v_ramke_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968120-94","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Samsung SM-T610/P610/T615/P615/P613/P619/P620/P625 Tab S6 Lite + тачскрин (черный)","2 878 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_planshetnykh_pk_igrovykh_konsoley/displei_1/displey_dlya_samsung_sm_t610_p610_t615_p615_p613_p619_p620_p625_tab_s6_lite_tachskrin_chernyy.html","В наличии:Мало",""
"1770968120-95","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Xiaomi Poco M4 Pro 5G/Redmi Note 11/11T 5G + тачскрин (черный) (100% LCD)","870 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_xiaomi/displey_dlya_xiaomi_poco_m4_pro_5g_redmi_note_11_11t_5g_tachskrin_chernyy_100_lcd.html","В наличии:Мало",""
"1770968120-96","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Samsung S918B Galaxy S23 Ultra в рамке + тачскрин (лавандовый) 100%","18 500 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_samsung/displey_dlya_samsung_s918b_galaxy_s23_ultra_v_ramke_tachskrin_lavandovyy_100.html","В наличии:Мало",""
"1770968120-97","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Huawei Honor 50 Lite/Nova 8i + тачскрин (черный) (100% LCD)","1 060 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_huawei/displey_dlya_huawei_honor_50_lite_nova_8i_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968120-98","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Tecno Pova Neo 2 (LG6n) в рамке + тачскрин (черный) (100% LCD)","990 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_tecno/displey_dlya_tecno_pova_neo_2_lg6n_v_ramke_tachskrin_chernyy_100_lcd.html","В наличии:Мало",""
"1770968120-99","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Samsung A057F Galaxy A05s + тачскрин (черный) 100%","1 050 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_samsung/displey_dlya_samsung_a057f_galaxy_a05s_tachskrin_chernyy_100.html","В наличии:Мало",""
"1770968120-100","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Tecno Camon 19/19 Pro + тачскрин (черный) (100% LCD)","850 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_tecno/displey_dlya_tecno_camon_19_19_pro_tachskrin_chernyy_100_lcd.html","В наличии:Мало",""
"1770968120-101","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Infinix Smart 9 (X6532) в рамке + тачскрин (черный) (100% LCD)","890 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_infinix/displey_dlya_infinix_smart_9_x6532_v_ramke_tachskrin_chernyy_100_lcd.html","В наличии:Мало",""
"1770968120-102","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Realme 11 Pro/11 Pro Plus 5G (RMX3771/RMX3741) в рамке + тачскрин (черный) (100% LCD)","3 837 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_realme/displey_dlya_realme_11_pro_11_pro_plus_5g_rmx3771_rmx3741_v_ramke_tachskrin_chernyy_100_lcd.html","В наличии:Мало",""
"1770968120-103","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для iPhone XR + тачскрин с рамкой + задняя металлическая рамка черный 100% (REF)","2 070 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/displei/displey_dlya_iphone_xr_tachskrin_s_ramkoy_zadnyaya_metallicheskaya_ramka_chernyy_100_ref.html","В наличии:Достаточно",""
"1770968120-104","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Huawei Honor X7b + тачскрин (черный) (100% LCD)","890 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_huawei/displey_dlya_huawei_honor_x7b_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968120-105","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для iPhone 15 Pro Max + тачскрин черный с рамкой 100% (с разбора)","22 500 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/displei/displey_dlya_iphone_15_pro_max_tachskrin_chernyy_s_ramkoy_100_s_razbora.html","В наличии:Мало",""
"1770968120-106","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=16","Дисплей для Xiaomi Redmi Note 11/Note 12S/Poco M4 Pro 4G в рамке + тачскрин (черный) (TFT- copy LCD)","980 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_xiaomi/displey_dlya_xiaomi_redmi_note_11_note_12s_poco_m4_pro_4g_v_ramke_tachskrin_chernyy_tft_copy_lcd.html","В наличии:Мало",""
"1770968123-107","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для iPhone 11 Pro + тачскрин черный с рамкой (OLED LCD)","2 100 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/displei/displey_dlya_iphone_11_pro_tachskrin_chernyy_s_ramkoy_oled_lcd.html","В наличии:Достаточно",""
"1770968123-108","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Huawei Honor 50 в рамке + тачскрин (черный) 100%","4 500 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_huawei/displey_dlya_huawei_honor_50_v_ramke_tachskrin_chernyy_100.html","В наличии:Мало",""
"1770968123-109","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Infinix Smart 8/8 Plus + тачскрин (черный) (100% LCD)","630 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_infinix/displey_dlya_infinix_smart_8_8_plus_tachskrin_chernyy_100_lcd.html","В наличии:Мало",""
"1770968123-110","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Realme 9i/Narzo 50 4G/Oppo A96 4G (RMX3491/3286) + тачскрин (черный) (100% LCD)","808 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_realme/displey_dlya_realme_9i_narzo_50_4g_oppo_a96_4g_rmx3491_3286_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968123-111","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Vivo Y31/Y51/Y33s 4G + тачскрин (черный) (100% LCD)","690 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_vivo/displey_dlya_vivo_y31_y51_y33s_4g_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968123-112","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Huawei Honor X8a/Honor 90 Lite (CRT-LX1/CRT-NX1) + тачскрин (черный) (100% LCD)","890 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_huawei/displey_dlya_huawei_honor_x8a_honor_90_lite_crt_lx1_crt_nx1_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968123-113","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для iPhone 15 Pro Max + тачскрин черный с рамкой (OLED LCD)","5 990 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/displei/displey_dlya_iphone_15_pro_max_tachskrin_chernyy_s_ramkoy_oled_lcd.html","В наличии:Мало",""
"1770968123-114","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для iPhone X + тачскрин черный с рамкой (In-Cell)","909 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/displei/displey_dlya_iphone_x_tachskrin_chernyy_s_ramkoy_in_cell.html","В наличии:Достаточно",""
"1770968123-115","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Xiaomi Redmi 9A/9C/10A в рамке + тачскрин (черный) (100% LCD)","830 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_xiaomi/displey_dlya_xiaomi_redmi_9a_9c_10a_v_ramke_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968123-116","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Samsung A217F Galaxy A21s в рамке + тачскрин (черный) (100% LCD)","940 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_samsung/displey_dlya_samsung_a217f_galaxy_a21s_v_ramke_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968123-117","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для iPhone 15 Pro + тачскрин черный с рамкой (OLED LCD)","6 950 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/displei/displey_dlya_iphone_15_pro_tachskrin_chernyy_s_ramkoy_oled_lcd.html","В наличии:Мало",""
"1770968123-118","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Samsung A725F Galaxy A72 в рамке + тачскрин (черный) 100%","5 990 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_samsung/displey_dlya_samsung_a725f_galaxy_a72_v_ramke_tachskrin_chernyy_100.html","В наличии:Мало",""
"1770968123-119","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Xiaomi Redmi Note 10/10S/Poco M5s в рамке + тачскрин (черный) (100% LCD)","5 750 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_xiaomi/displey_dlya_xiaomi_redmi_note_10_10s_poco_m5s_v_ramke_tachskrin_chernyy_100_lcd.html","В наличии:Мало",""
"1770968123-120","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Huawei Nova 9 SE/Nova 11i (MAO-LX9N) + тачскрин (черный) (100% LCD)","1 090 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_huawei/displey_dlya_huawei_nova_9_se_nova_11i_mao_lx9n_tachskrin_chernyy_100_lcd.html","В наличии:Мало",""
"1770968123-121","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Samsung A305F Galaxy A30 в рамке + тачскрин (черный) (OLED)","1 747 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_samsung/displey_dlya_samsung_a305f_galaxy_a30_v_ramke_tachskrin_chernyy_oled.html","В наличии:Мало",""
"1770968123-122","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Huawei Honor X8 4G в рамке + тачскрин (серебро) (100% LCD)","1 480 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_huawei/displey_dlya_huawei_honor_x8_4g_v_ramke_tachskrin_serebro_100_lcd.html","В наличии:Мало",""
"1770968123-123","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для iPhone 13 + тачскрин черный с рамкой (Premium)","2 423 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/displei/displey_dlya_iphone_13_tachskrin_chernyy_s_ramkoy_premium.html","В наличии:Достаточно",""
"1770968123-124","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Xiaomi 12T/12T Pro (22071212AG/MZB0CE5RU) + тачскрин (черный) (100% LCD)","3 322 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_xiaomi/displey_dlya_xiaomi_12t_12t_pro_22071212ag_mzb0ce5ru_tachskrin_chernyy_100_lcd.html","В наличии:Мало",""
"1770968123-125","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=15","Дисплей для Tecno Pova 4/Infinix Hot 12 Play + тачскрин (черный) (100% LCD)","727 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_tecno/displey_dlya_tecno_pova_4_infinix_hot_12_play_tachskrin_chernyy_100_lcd.html","В наличии:Достаточно",""
"1770968125-126","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=13","Дисплей для Xiaomi Redmi A3/A3x/Poco C61 + тачскрин (черный) 100% (universal)","967 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_xiaomi/displey_dlya_xiaomi_redmi_a3_a3x_poco_c61_tachskrin_chernyy_100_universal.html","В наличии:Достаточно",""
"1770968125-127","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true","https://green-spark.ru/search/?q=%D0%94%D0%B8%D1%81%D0%BF%D0%BB%D0%B5%D0%B9+%D0%B4%D0%BB%D1%8F&sectionId=0&onlyAvailable=true&page=13","Дисплей для Huawei P Smart Z/Y9 Prime 2019/Honor 9X/9X Premium + тачскрин (черный) 100%","2 000 ₽","/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_mobilnykh_ustroystv/displei_2/dlya_huawei/displey_dlya_huawei_p_smart_z_y9_prime_2019_honor_9x_9x_premium_tachskrin_chernyy_100.html","В наличии:Достаточно",""
